,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
21528,120643,Female,disloyal Customer,22,Business travel,Eco,280,1,5,1,2,4,1,4,4,3,2,4,4,4,4,0,0.0,neutral or dissatisfied,5/17/2025
21529,47993,Male,Loyal Customer,22,Business travel,Eco Plus,784,4,5,5,5,4,4,5,4,4,3,1,1,3,4,0,6.0,satisfied,1/18/2024
21530,64921,Female,Loyal Customer,58,Business travel,Business,3530,5,5,1,5,4,5,5,5,5,5,4,3,5,3,0,1.0,satisfied,6/13/2026
21531,69530,Female,disloyal Customer,29,Business travel,Business,2475,3,3,3,1,3,1,4,3,3,5,5,4,5,4,0,0.0,neutral or dissatisfied,2/8/2025
21532,31548,Male,Loyal Customer,27,Personal Travel,Eco,967,3,5,3,5,4,3,4,4,4,2,5,5,5,4,0,0.0,neutral or dissatisfied,5/5/2025
21533,38813,Female,Loyal Customer,23,Personal Travel,Eco,353,1,4,1,2,1,1,2,1,3,3,5,3,5,1,8,8.0,neutral or dissatisfied,10/25/2026
21534,112737,Female,Loyal Customer,59,Business travel,Business,1713,2,2,4,2,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,7/19/2024
21535,100074,Male,Loyal Customer,40,Business travel,Business,277,0,0,0,1,5,4,4,1,1,1,1,3,1,4,13,9.0,satisfied,12/28/2026
21536,106783,Male,Loyal Customer,54,Personal Travel,Eco Plus,829,3,5,3,1,2,3,2,2,5,5,4,3,4,2,0,0.0,neutral or dissatisfied,1/16/2024
21537,27363,Female,Loyal Customer,46,Business travel,Eco,1050,5,3,3,3,1,1,4,5,5,5,5,4,5,3,0,4.0,satisfied,3/17/2025
21538,44789,Female,Loyal Customer,44,Personal Travel,Eco,1250,5,4,5,3,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,7/7/2026
21539,13370,Female,Loyal Customer,14,Personal Travel,Eco,748,1,5,1,1,5,1,1,5,5,2,1,3,1,5,0,0.0,neutral or dissatisfied,6/25/2024
21540,54730,Female,Loyal Customer,45,Personal Travel,Eco,854,3,4,3,2,4,4,4,5,5,3,5,5,5,5,1,0.0,neutral or dissatisfied,8/16/2026
21541,127034,Male,Loyal Customer,47,Business travel,Business,2495,1,1,3,1,2,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,10/1/2026
21542,111676,Female,Loyal Customer,27,Personal Travel,Eco,991,1,5,1,3,1,1,1,1,5,3,5,5,5,1,19,4.0,neutral or dissatisfied,9/5/2025
21543,26965,Female,disloyal Customer,28,Business travel,Eco,867,3,4,4,4,4,4,3,4,2,2,2,4,2,4,56,48.0,neutral or dissatisfied,8/1/2024
21544,38837,Male,Loyal Customer,45,Business travel,Eco Plus,387,3,1,1,1,3,3,3,3,1,2,2,4,4,3,0,0.0,satisfied,8/15/2026
21545,40807,Female,Loyal Customer,39,Business travel,Eco,590,4,5,5,5,4,4,4,4,3,5,2,4,2,4,7,9.0,neutral or dissatisfied,10/10/2026
21546,57299,Female,Loyal Customer,43,Business travel,Business,1972,3,3,3,3,3,4,4,2,2,2,2,3,2,5,20,6.0,satisfied,5/23/2025
21547,9889,Female,Loyal Customer,51,Business travel,Business,508,2,2,2,2,5,5,4,3,3,4,3,3,3,3,0,16.0,satisfied,1/28/2025
21548,40897,Female,Loyal Customer,69,Personal Travel,Eco,588,3,3,3,4,5,3,4,2,2,3,2,3,2,1,0,0.0,neutral or dissatisfied,12/7/2026
21549,3740,Male,Loyal Customer,66,Personal Travel,Eco,431,2,4,2,3,1,2,1,1,5,4,5,4,4,1,0,0.0,neutral or dissatisfied,4/6/2026
21550,63191,Male,Loyal Customer,65,Business travel,Business,3969,0,0,0,2,4,4,4,2,2,2,2,4,2,3,2,5.0,satisfied,8/11/2025
21551,104626,Female,Loyal Customer,46,Business travel,Eco,861,1,4,4,4,2,3,4,1,1,1,1,4,1,4,0,12.0,neutral or dissatisfied,12/8/2024
21552,85713,Male,Loyal Customer,40,Business travel,Business,1547,1,1,1,1,2,5,5,2,2,3,2,4,2,4,1,0.0,satisfied,6/18/2025
21553,52363,Female,Loyal Customer,64,Personal Travel,Eco,598,4,5,5,2,3,4,4,2,2,5,2,4,2,4,0,0.0,satisfied,3/24/2024
21554,45868,Male,Loyal Customer,60,Business travel,Eco,641,2,5,5,5,2,2,2,2,1,5,1,5,3,2,10,10.0,satisfied,10/28/2026
21555,16343,Female,Loyal Customer,50,Business travel,Business,3854,2,2,2,2,3,3,2,4,4,4,5,4,4,2,0,0.0,satisfied,7/15/2024
21556,102285,Male,Loyal Customer,52,Business travel,Business,3736,1,1,1,1,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,6/2/2024
21557,55372,Female,Loyal Customer,62,Business travel,Eco,678,2,5,5,5,5,3,2,2,2,2,2,2,2,1,6,42.0,neutral or dissatisfied,1/19/2026
21558,3839,Male,Loyal Customer,21,Personal Travel,Eco,710,5,4,5,2,1,5,1,1,4,5,2,2,1,1,0,0.0,satisfied,10/3/2024
21559,25417,Female,disloyal Customer,23,Business travel,Eco Plus,1105,2,0,1,1,2,1,2,2,3,2,4,2,3,2,13,3.0,neutral or dissatisfied,11/9/2025
21560,74022,Female,disloyal Customer,16,Business travel,Eco,1333,5,5,5,1,3,5,3,3,3,4,4,3,5,3,0,0.0,satisfied,9/7/2024
21561,20183,Male,Loyal Customer,9,Personal Travel,Eco,403,2,5,3,1,5,3,5,5,5,2,5,5,5,5,0,0.0,neutral or dissatisfied,11/14/2025
21562,88306,Male,Loyal Customer,59,Business travel,Business,594,1,1,1,1,3,5,5,5,5,4,5,4,5,3,0,0.0,satisfied,1/12/2024
21563,104665,Male,Loyal Customer,65,Business travel,Business,641,2,4,4,4,3,3,2,2,2,2,2,4,2,2,7,7.0,neutral or dissatisfied,12/12/2024
21564,81725,Female,Loyal Customer,28,Business travel,Business,2841,3,5,5,5,3,3,3,3,4,2,4,1,3,3,0,0.0,neutral or dissatisfied,8/4/2026
21565,70572,Female,Loyal Customer,50,Personal Travel,Eco,1258,2,5,2,3,3,3,5,5,5,2,3,4,5,5,0,0.0,neutral or dissatisfied,4/16/2025
21566,25345,Male,Loyal Customer,38,Business travel,Business,1558,5,5,5,5,1,1,4,3,3,3,3,5,3,2,0,0.0,satisfied,10/21/2024
21567,128669,Male,Loyal Customer,50,Business travel,Business,2442,3,3,3,3,5,5,5,3,5,3,4,5,3,5,15,25.0,satisfied,11/18/2024
21568,84954,Female,Loyal Customer,58,Business travel,Business,2475,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,1.0,satisfied,12/26/2025
21569,82374,Male,Loyal Customer,56,Business travel,Business,1953,1,1,1,1,5,5,4,4,4,4,4,4,4,5,18,0.0,satisfied,1/12/2026
21570,45761,Male,Loyal Customer,52,Business travel,Eco,391,5,4,4,4,4,5,4,4,2,5,4,1,1,4,0,0.0,satisfied,5/17/2025
21571,86706,Female,Loyal Customer,45,Business travel,Business,1747,3,3,3,3,4,4,4,2,2,2,2,4,2,5,0,0.0,satisfied,7/4/2024
21572,76158,Female,disloyal Customer,38,Business travel,Eco,289,3,1,3,4,5,3,5,5,4,1,3,1,3,5,0,0.0,neutral or dissatisfied,1/19/2026
21573,28243,Female,Loyal Customer,7,Personal Travel,Eco,1009,2,5,2,1,5,2,3,5,3,5,5,5,4,5,0,0.0,neutral or dissatisfied,4/11/2024
21574,36294,Female,Loyal Customer,44,Business travel,Business,2263,4,4,4,4,5,4,2,4,4,4,5,2,4,3,0,0.0,satisfied,3/23/2026
21575,32183,Female,Loyal Customer,55,Business travel,Business,1688,3,3,3,3,3,2,5,5,5,5,3,3,5,1,0,3.0,satisfied,4/1/2026
21576,100485,Female,Loyal Customer,29,Business travel,Business,580,3,3,3,3,3,3,3,3,1,4,4,3,4,3,0,0.0,neutral or dissatisfied,7/9/2024
21577,27426,Male,disloyal Customer,27,Business travel,Eco,954,3,3,3,3,3,3,3,3,1,1,3,3,3,3,0,6.0,neutral or dissatisfied,5/9/2026
21578,13610,Female,Loyal Customer,38,Business travel,Eco Plus,106,2,4,4,4,2,2,2,2,4,2,3,2,4,2,0,0.0,neutral or dissatisfied,4/7/2026
21579,98903,Male,Loyal Customer,65,Personal Travel,Business,543,3,2,3,2,2,2,2,2,2,3,4,1,2,4,0,0.0,neutral or dissatisfied,1/8/2026
21580,45073,Male,Loyal Customer,37,Personal Travel,Eco,265,1,4,1,4,5,1,5,5,3,5,3,2,4,5,11,2.0,neutral or dissatisfied,5/14/2025
21581,19009,Female,disloyal Customer,22,Business travel,Eco,871,2,2,2,3,5,2,5,5,4,4,3,2,4,5,0,0.0,neutral or dissatisfied,11/13/2025
21582,101026,Female,Loyal Customer,29,Personal Travel,Eco,867,2,4,2,3,2,2,2,2,2,2,3,3,4,2,10,24.0,neutral or dissatisfied,2/16/2026
21583,33713,Female,Loyal Customer,37,Personal Travel,Eco,759,4,4,4,4,5,4,5,5,4,3,4,3,4,5,0,0.0,satisfied,4/3/2025
21584,72759,Male,disloyal Customer,23,Business travel,Business,1045,0,3,0,1,5,0,5,5,3,5,5,4,5,5,0,0.0,satisfied,4/25/2025
21585,106283,Female,Loyal Customer,38,Business travel,Business,204,2,4,4,4,1,3,4,3,3,3,2,2,3,4,44,48.0,neutral or dissatisfied,11/15/2026
21586,126821,Female,Loyal Customer,60,Business travel,Business,2125,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,0.0,satisfied,12/8/2025
21587,60071,Female,Loyal Customer,45,Business travel,Business,1911,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,5/15/2026
21588,99793,Female,disloyal Customer,27,Business travel,Eco,632,3,1,3,2,5,3,5,5,4,5,3,3,3,5,1,0.0,neutral or dissatisfied,9/27/2024
21589,62504,Female,Loyal Customer,56,Business travel,Business,1781,4,5,4,4,4,5,4,5,5,5,5,3,5,3,0,6.0,satisfied,9/21/2024
21590,2138,Female,Loyal Customer,13,Personal Travel,Eco,431,2,4,3,2,1,3,1,1,5,2,5,5,5,1,2,2.0,neutral or dissatisfied,9/23/2026
21591,68298,Male,Loyal Customer,42,Business travel,Business,1797,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,10/3/2024
21592,109519,Male,Loyal Customer,23,Business travel,Business,861,4,2,2,2,4,3,4,4,2,3,3,2,2,4,0,0.0,neutral or dissatisfied,7/24/2026
21593,86655,Male,Loyal Customer,25,Personal Travel,Eco,746,1,4,1,3,3,1,3,3,3,4,5,3,5,3,0,0.0,neutral or dissatisfied,2/26/2024
21594,56526,Male,Loyal Customer,55,Business travel,Business,2142,5,5,5,5,5,4,4,5,5,5,5,3,5,4,3,6.0,satisfied,1/18/2024
21595,36990,Male,disloyal Customer,30,Business travel,Eco,667,4,4,5,4,2,5,2,2,4,1,3,2,3,2,20,21.0,neutral or dissatisfied,10/24/2026
21596,57445,Male,Loyal Customer,49,Business travel,Business,334,0,0,0,2,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,6/4/2025
21597,102660,Male,disloyal Customer,37,Business travel,Business,255,5,5,5,2,4,5,4,4,5,4,5,5,4,4,3,0.0,satisfied,11/23/2024
21598,110077,Female,Loyal Customer,31,Personal Travel,Business,1048,1,4,1,3,5,1,5,5,4,4,5,3,5,5,0,2.0,neutral or dissatisfied,1/7/2024
21599,77740,Female,disloyal Customer,40,Business travel,Business,331,4,4,4,5,5,4,5,5,1,1,5,2,5,5,0,0.0,neutral or dissatisfied,5/1/2025
21600,17779,Male,Loyal Customer,21,Business travel,Eco,1075,4,3,3,3,4,4,5,4,1,2,2,3,5,4,0,4.0,satisfied,1/10/2024
21601,67275,Female,Loyal Customer,42,Personal Travel,Eco,929,1,4,1,4,3,4,4,1,1,1,1,4,1,5,11,2.0,neutral or dissatisfied,1/4/2024
21602,42897,Male,disloyal Customer,33,Business travel,Eco,422,1,1,1,3,5,1,5,5,1,2,3,3,4,5,0,0.0,neutral or dissatisfied,12/15/2026
21603,60034,Female,Loyal Customer,36,Personal Travel,Eco,1023,2,5,2,1,5,2,5,5,2,5,4,5,2,5,11,13.0,neutral or dissatisfied,12/21/2026
21604,33763,Male,Loyal Customer,48,Personal Travel,Eco,266,3,0,3,5,3,3,3,3,5,5,5,3,5,3,0,0.0,neutral or dissatisfied,9/11/2024
21605,75822,Female,Loyal Customer,25,Personal Travel,Business,1440,5,4,5,2,4,5,4,4,4,3,4,3,5,4,0,0.0,satisfied,6/2/2026
21606,75429,Male,Loyal Customer,10,Business travel,Business,2342,2,4,4,4,2,2,2,2,4,5,3,3,4,2,6,16.0,neutral or dissatisfied,8/1/2024
21607,41066,Male,Loyal Customer,42,Business travel,Business,3521,3,2,4,4,2,4,3,4,4,4,3,2,4,3,0,0.0,neutral or dissatisfied,1/10/2026
21608,124415,Female,Loyal Customer,46,Business travel,Business,2268,4,4,4,4,5,5,5,4,4,4,4,4,4,4,9,1.0,satisfied,12/23/2025
21609,48418,Male,Loyal Customer,37,Business travel,Eco,948,5,3,3,3,5,5,5,5,2,2,5,2,3,5,30,28.0,satisfied,12/23/2025
21610,53960,Male,Loyal Customer,48,Business travel,Business,1325,3,3,3,3,5,4,4,5,5,5,5,3,5,5,6,2.0,satisfied,1/22/2025
21611,17653,Male,Loyal Customer,36,Business travel,Eco,1008,4,5,5,5,4,4,4,4,2,4,3,2,2,4,0,0.0,satisfied,10/8/2026
21612,124108,Female,Loyal Customer,44,Business travel,Business,3506,3,3,3,3,2,4,5,4,4,5,4,3,4,3,2,1.0,satisfied,9/18/2025
21613,73102,Female,Loyal Customer,40,Business travel,Business,2174,4,3,3,3,3,3,4,4,4,4,4,1,4,1,55,44.0,neutral or dissatisfied,9/6/2026
21614,15467,Female,Loyal Customer,22,Personal Travel,Eco,331,5,5,3,4,5,3,5,5,3,2,4,4,5,5,0,0.0,satisfied,8/5/2026
21615,78606,Female,Loyal Customer,59,Business travel,Business,1426,2,2,2,2,5,4,4,5,5,5,5,3,5,3,41,28.0,satisfied,12/12/2026
21616,110827,Female,Loyal Customer,24,Personal Travel,Eco,990,3,5,3,3,3,3,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied,10/1/2026
21617,77342,Female,Loyal Customer,43,Business travel,Business,2230,5,5,5,5,3,4,4,4,4,4,4,4,4,4,42,29.0,satisfied,3/20/2025
21618,55308,Female,Loyal Customer,8,Personal Travel,Eco,2072,1,3,1,3,3,1,3,3,1,1,3,4,3,3,32,9.0,neutral or dissatisfied,9/12/2025
21619,68808,Female,Loyal Customer,39,Personal Travel,Eco,861,4,3,4,1,3,4,3,3,1,1,2,2,5,3,0,0.0,neutral or dissatisfied,7/18/2026
21620,76277,Male,Loyal Customer,38,Business travel,Eco,427,3,5,5,5,3,4,3,3,1,5,3,4,2,3,1,20.0,satisfied,8/24/2024
21621,52308,Male,disloyal Customer,18,Business travel,Eco,651,5,4,4,2,5,4,5,5,2,3,5,5,4,5,0,0.0,satisfied,10/19/2025
21622,37248,Female,Loyal Customer,52,Personal Travel,Business,944,1,2,1,2,2,3,2,2,2,1,2,1,2,2,34,48.0,neutral or dissatisfied,11/13/2025
21623,21072,Female,Loyal Customer,60,Business travel,Eco,152,3,5,5,5,1,4,3,4,4,3,4,4,4,1,0,0.0,neutral or dissatisfied,6/24/2026
21624,72919,Female,disloyal Customer,28,Business travel,Business,1096,2,3,3,3,5,3,5,5,3,4,4,4,4,5,0,0.0,neutral or dissatisfied,7/12/2025
21625,87979,Female,Loyal Customer,58,Business travel,Business,250,0,1,1,3,4,4,4,1,1,1,1,4,1,3,13,3.0,satisfied,11/13/2026
21626,124974,Male,Loyal Customer,48,Business travel,Business,184,5,5,5,5,3,4,4,4,4,4,5,3,4,4,0,0.0,satisfied,10/12/2025
21627,35069,Female,Loyal Customer,60,Business travel,Business,2139,3,2,3,3,5,3,4,3,3,3,3,4,3,4,4,8.0,neutral or dissatisfied,9/4/2025
21628,29557,Female,Loyal Customer,31,Business travel,Business,1779,5,5,5,5,5,5,5,5,5,3,3,5,2,5,0,0.0,satisfied,2/2/2025
21629,123532,Female,Loyal Customer,15,Business travel,Eco Plus,2125,2,3,2,3,2,2,4,2,3,4,2,4,4,2,0,13.0,neutral or dissatisfied,6/23/2025
21630,95027,Male,Loyal Customer,27,Personal Travel,Eco,248,2,5,2,5,2,2,2,2,4,2,5,3,4,2,44,39.0,neutral or dissatisfied,8/12/2026
21631,54496,Male,Loyal Customer,51,Business travel,Eco,925,5,2,2,2,5,5,5,5,1,4,2,3,5,5,30,57.0,satisfied,2/20/2026
21632,26677,Male,Loyal Customer,48,Personal Travel,Eco,404,2,4,2,2,1,2,1,1,3,4,5,5,4,1,0,0.0,neutral or dissatisfied,6/12/2026
21633,33518,Female,Loyal Customer,61,Personal Travel,Eco,1554,1,5,1,4,2,5,5,2,2,1,2,4,2,4,0,0.0,neutral or dissatisfied,4/26/2025
21634,31669,Female,Loyal Customer,12,Business travel,Business,846,3,4,2,4,3,3,3,3,2,4,3,1,4,3,0,6.0,neutral or dissatisfied,9/14/2024
21635,92179,Male,Loyal Customer,59,Business travel,Business,2079,1,1,2,1,3,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,7/18/2024
21636,32691,Male,Loyal Customer,25,Business travel,Business,101,2,2,2,2,4,4,2,4,2,4,4,2,4,4,0,1.0,neutral or dissatisfied,4/4/2026
21637,124738,Female,Loyal Customer,23,Personal Travel,Eco Plus,399,0,4,0,3,3,0,3,3,4,5,5,5,4,3,0,0.0,satisfied,10/18/2026
21638,78382,Female,Loyal Customer,59,Business travel,Business,3446,1,1,2,1,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,6/25/2025
21639,45999,Male,Loyal Customer,38,Personal Travel,Eco,483,3,4,5,3,3,5,3,3,5,4,3,2,5,3,49,64.0,neutral or dissatisfied,4/10/2024
21640,1498,Male,disloyal Customer,20,Business travel,Eco,737,1,1,1,4,1,5,4,3,4,4,3,4,2,4,135,129.0,neutral or dissatisfied,5/11/2024
21641,26144,Male,Loyal Customer,35,Business travel,Eco,581,4,3,5,3,4,4,4,4,2,2,2,3,1,4,74,79.0,satisfied,2/12/2025
21642,1200,Male,Loyal Customer,43,Personal Travel,Eco,396,2,4,2,3,2,2,2,2,1,3,3,3,3,2,7,22.0,neutral or dissatisfied,1/18/2026
21643,82047,Male,Loyal Customer,44,Personal Travel,Eco,1576,3,5,3,1,2,3,2,2,3,2,3,3,4,2,0,0.0,neutral or dissatisfied,7/18/2025
21644,78221,Female,Loyal Customer,62,Personal Travel,Eco,259,2,3,2,3,5,4,3,3,3,2,3,2,3,5,0,0.0,neutral or dissatisfied,5/9/2025
21645,107836,Male,Loyal Customer,12,Personal Travel,Eco,349,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied,7/13/2025
21646,75371,Male,Loyal Customer,56,Business travel,Business,2342,3,3,3,3,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,7/28/2024
21647,30668,Male,disloyal Customer,37,Business travel,Eco Plus,533,5,5,5,4,1,5,1,1,5,2,5,5,3,1,0,0.0,satisfied,5/4/2025
21648,93588,Female,Loyal Customer,56,Personal Travel,Eco,159,2,5,2,2,3,5,5,5,5,2,5,5,5,3,36,31.0,neutral or dissatisfied,2/14/2025
21649,88107,Male,Loyal Customer,58,Business travel,Business,404,1,5,1,1,2,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,12/21/2026
21650,15005,Female,Loyal Customer,34,Business travel,Business,557,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,5/11/2026
21651,93736,Female,disloyal Customer,72,Business travel,Business,368,1,1,1,2,4,1,4,4,3,1,2,2,2,4,0,2.0,neutral or dissatisfied,6/23/2024
21652,73202,Male,Loyal Customer,28,Personal Travel,Eco,1258,2,1,2,3,4,2,4,4,3,3,2,2,3,4,14,0.0,neutral or dissatisfied,11/15/2024
21653,10142,Male,Loyal Customer,44,Business travel,Business,2061,3,3,3,3,2,5,4,4,4,5,4,4,4,5,32,13.0,satisfied,7/24/2026
21654,96689,Male,Loyal Customer,54,Business travel,Business,696,2,2,2,2,3,4,4,2,2,2,2,4,2,5,20,19.0,satisfied,5/16/2026
21655,123669,Female,disloyal Customer,68,Business travel,Business,214,5,5,5,3,4,5,1,4,4,4,4,4,5,4,0,0.0,satisfied,12/6/2024
21656,129454,Female,Loyal Customer,34,Personal Travel,Eco,414,2,2,2,4,1,2,1,1,2,4,4,3,4,1,1,0.0,neutral or dissatisfied,12/1/2024
21657,41534,Female,disloyal Customer,34,Business travel,Eco,1100,2,2,2,3,4,2,4,4,4,3,1,1,5,4,0,0.0,neutral or dissatisfied,3/1/2026
21658,52394,Female,Loyal Customer,67,Personal Travel,Eco,370,2,0,3,3,2,4,4,5,5,3,5,3,5,3,13,4.0,neutral or dissatisfied,12/16/2025
21659,74479,Female,Loyal Customer,28,Business travel,Business,1126,2,2,2,2,5,5,5,5,4,3,4,4,5,5,0,0.0,satisfied,7/27/2025
21660,90749,Female,Loyal Customer,57,Business travel,Business,2569,3,3,3,3,4,4,4,3,3,2,3,4,3,3,0,0.0,satisfied,8/8/2026
21661,103241,Female,Loyal Customer,34,Business travel,Business,3239,1,1,1,1,5,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,12/21/2024
21662,29003,Male,Loyal Customer,43,Business travel,Business,2169,5,5,5,5,1,3,2,4,4,4,4,3,4,1,0,0.0,satisfied,7/15/2025
21663,19604,Female,Loyal Customer,56,Business travel,Eco Plus,160,4,5,5,5,5,1,2,4,4,4,4,2,4,5,79,90.0,satisfied,6/8/2024
21664,123447,Male,Loyal Customer,53,Business travel,Eco,2077,3,5,5,5,3,3,3,3,4,1,3,3,3,3,11,0.0,neutral or dissatisfied,4/7/2024
21665,76209,Male,Loyal Customer,46,Business travel,Business,2422,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,14.0,satisfied,12/20/2026
21666,66525,Male,Loyal Customer,55,Business travel,Business,447,2,2,2,2,3,5,4,2,2,2,2,5,2,4,16,20.0,satisfied,5/9/2025
21667,73785,Female,Loyal Customer,53,Business travel,Business,3206,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,12/26/2026
21668,84085,Male,Loyal Customer,8,Personal Travel,Eco,757,1,4,1,5,5,1,5,5,4,3,5,4,4,5,0,0.0,neutral or dissatisfied,8/13/2024
21669,110512,Female,Loyal Customer,25,Personal Travel,Eco Plus,663,0,5,0,2,4,0,4,4,2,3,4,5,3,4,0,0.0,satisfied,7/5/2025
21670,70721,Male,Loyal Customer,49,Business travel,Business,675,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,2/18/2026
21671,35676,Male,Loyal Customer,29,Business travel,Eco,2576,4,2,4,2,4,4,4,2,2,3,3,4,1,4,2,28.0,satisfied,3/12/2025
21672,24445,Male,Loyal Customer,60,Business travel,Business,547,2,5,5,5,5,4,4,2,2,2,2,1,2,1,0,6.0,neutral or dissatisfied,8/21/2026
21673,67490,Male,Loyal Customer,22,Business travel,Business,3973,4,4,4,4,4,5,4,4,3,4,4,3,4,4,0,3.0,satisfied,7/11/2026
21674,33028,Female,Loyal Customer,13,Personal Travel,Eco,163,4,4,4,4,3,4,3,3,4,5,2,5,3,3,0,0.0,satisfied,9/14/2026
21675,69262,Male,disloyal Customer,17,Business travel,Eco,740,1,1,1,4,2,1,2,2,1,5,3,2,4,2,2,0.0,neutral or dissatisfied,9/25/2025
21676,99077,Female,Loyal Customer,59,Business travel,Business,2977,2,2,5,2,3,4,5,5,5,5,5,3,5,3,82,75.0,satisfied,3/19/2024
21677,119745,Female,Loyal Customer,65,Personal Travel,Eco,1303,2,2,2,4,4,2,3,4,4,2,4,4,4,1,0,0.0,neutral or dissatisfied,3/17/2026
21678,30756,Female,disloyal Customer,42,Business travel,Eco Plus,977,4,4,4,3,2,4,2,2,1,3,4,2,3,2,0,0.0,neutral or dissatisfied,11/20/2026
21679,70115,Female,Loyal Customer,39,Business travel,Business,3979,2,2,2,2,1,3,3,2,2,2,2,2,2,2,17,11.0,neutral or dissatisfied,2/6/2024
21680,93562,Male,Loyal Customer,50,Business travel,Business,719,4,4,4,4,3,4,5,2,2,2,2,3,2,5,56,54.0,satisfied,4/15/2025
21681,105283,Male,Loyal Customer,41,Business travel,Business,738,2,2,2,2,5,5,4,3,3,2,3,4,3,3,9,16.0,satisfied,9/25/2025
21682,65810,Female,Loyal Customer,25,Business travel,Business,1389,4,4,4,4,3,3,3,3,5,5,5,5,5,3,0,0.0,satisfied,9/12/2024
21683,122969,Female,Loyal Customer,53,Business travel,Business,468,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,11/3/2024
21684,85342,Female,Loyal Customer,59,Business travel,Business,3381,4,4,2,4,4,4,4,5,5,5,5,3,5,4,15,16.0,satisfied,10/2/2025
21685,117130,Female,Loyal Customer,60,Personal Travel,Eco,370,1,4,1,3,4,4,4,5,5,1,5,1,5,4,0,0.0,neutral or dissatisfied,2/21/2025
21686,4328,Female,Loyal Customer,24,Personal Travel,Eco,589,3,4,3,3,4,3,4,4,3,4,5,4,4,4,0,0.0,neutral or dissatisfied,2/14/2024
21687,43400,Female,Loyal Customer,24,Personal Travel,Eco,347,4,4,4,1,1,4,1,1,4,3,4,3,4,1,0,0.0,neutral or dissatisfied,7/15/2026
21688,77196,Male,Loyal Customer,46,Personal Travel,Eco,290,3,5,3,3,5,3,5,5,3,4,4,5,5,5,0,0.0,neutral or dissatisfied,2/2/2026
21689,40057,Female,disloyal Customer,27,Business travel,Eco Plus,866,3,4,4,2,1,4,1,1,5,3,2,5,4,1,0,0.0,neutral or dissatisfied,11/5/2024
21690,19693,Female,Loyal Customer,40,Business travel,Business,3639,5,5,5,5,1,1,5,4,4,5,4,5,4,1,0,0.0,satisfied,9/12/2025
21691,102876,Male,disloyal Customer,38,Business travel,Business,472,1,1,1,3,1,1,1,1,4,5,3,2,3,1,5,6.0,neutral or dissatisfied,4/9/2026
21692,81263,Male,Loyal Customer,43,Business travel,Business,3142,2,2,2,2,4,5,4,5,5,5,5,5,5,4,15,87.0,satisfied,8/5/2026
21693,54612,Female,Loyal Customer,42,Business travel,Business,3393,2,2,2,2,4,2,3,5,5,5,5,3,5,1,0,0.0,satisfied,5/24/2026
21694,17315,Female,Loyal Customer,19,Personal Travel,Eco,403,1,5,3,5,1,3,1,1,3,4,4,5,5,1,89,92.0,neutral or dissatisfied,9/19/2025
21695,40428,Male,disloyal Customer,27,Business travel,Eco,188,5,0,5,3,5,5,5,5,2,4,4,1,2,5,0,11.0,satisfied,5/3/2024
21696,18390,Male,Loyal Customer,43,Business travel,Eco,378,4,5,5,5,4,4,4,4,1,2,2,2,4,4,0,0.0,satisfied,7/3/2024
21697,108576,Female,disloyal Customer,22,Business travel,Eco,813,2,2,2,3,2,2,2,2,3,3,4,3,4,2,0,7.0,neutral or dissatisfied,9/7/2024
21698,4160,Male,Loyal Customer,25,Personal Travel,Eco,427,5,3,5,4,3,5,3,3,1,2,4,4,3,3,122,125.0,satisfied,9/2/2025
21699,119363,Female,Loyal Customer,37,Business travel,Business,1869,3,5,5,5,2,4,4,3,3,2,3,3,3,4,0,0.0,neutral or dissatisfied,9/6/2026
21700,33860,Male,Loyal Customer,62,Personal Travel,Eco,1609,4,4,4,3,4,4,4,4,5,3,5,4,5,4,20,0.0,neutral or dissatisfied,12/22/2026
