,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Flight Date
21253,130,Female,Loyal Customer,39,Business travel,Business,1868,1,1,1,1,4,5,4,4,4,4,4,3,4,4,54,49.0,satisfied,2024-09-24
21254,5127,Male,disloyal Customer,27,Business travel,Eco Plus,303,4,4,4,3,2,4,2,2,5,2,5,3,1,2,0,0.0,neutral or dissatisfied,2023-04-09
21255,92926,Female,disloyal Customer,27,Business travel,Business,151,0,0,0,1,4,0,4,4,3,2,4,5,5,4,0,0.0,satisfied,2025-01-20
21256,72483,Male,Loyal Customer,50,Business travel,Business,3592,3,4,3,3,5,5,4,2,2,2,2,3,2,3,39,34.0,satisfied,2024-03-06
21257,101575,Female,Loyal Customer,54,Business travel,Business,1099,4,4,4,4,4,4,4,5,5,5,5,5,5,3,11,11.0,satisfied,2023-09-06
21258,99884,Male,Loyal Customer,30,Business travel,Business,738,1,1,1,1,4,4,4,4,5,3,5,5,5,4,10,22.0,satisfied,2024-12-26
21259,49649,Female,Loyal Customer,33,Business travel,Eco,304,0,0,0,2,1,0,1,1,3,4,3,3,4,1,32,22.0,satisfied,2023-09-08
21260,38626,Female,disloyal Customer,24,Business travel,Eco,987,4,5,5,4,5,4,5,5,2,2,4,3,4,5,5,0.0,satisfied,2025-08-24
21261,115067,Female,disloyal Customer,25,Business travel,Business,337,3,0,2,4,3,2,3,3,4,5,4,3,4,3,0,0.0,neutral or dissatisfied,2024-10-16
21262,49123,Female,disloyal Customer,33,Business travel,Eco,86,4,3,4,3,3,4,3,3,2,5,2,5,5,3,23,17.0,neutral or dissatisfied,2024-07-24
21263,125831,Male,disloyal Customer,25,Business travel,Business,992,4,0,4,2,1,4,1,1,4,2,5,4,5,1,6,24.0,satisfied,2025-11-27
21264,15205,Male,disloyal Customer,9,Business travel,Eco,529,2,4,2,1,3,2,2,3,5,3,4,5,5,3,0,0.0,neutral or dissatisfied,2025-07-03
21265,119695,Female,Loyal Customer,46,Business travel,Business,1303,4,4,3,4,3,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,2024-09-20
21266,77514,Female,disloyal Customer,23,Business travel,Eco,1521,1,2,2,2,4,1,4,4,4,2,5,5,4,4,0,0.0,neutral or dissatisfied,2024-09-14
21267,42030,Male,Loyal Customer,37,Business travel,Eco,116,2,4,4,4,2,2,2,2,3,2,4,4,3,2,0,0.0,neutral or dissatisfied,2023-06-13
21268,86906,Female,Loyal Customer,47,Business travel,Business,341,2,2,2,2,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied,2024-03-21
21269,66945,Male,Loyal Customer,51,Business travel,Business,964,5,5,2,5,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,2024-07-23
21270,19239,Male,Loyal Customer,22,Business travel,Business,3754,3,3,3,3,5,5,5,5,2,3,5,5,2,5,0,0.0,satisfied,2023-02-12
21271,122451,Female,disloyal Customer,19,Business travel,Business,808,5,5,5,4,1,5,1,1,5,2,5,4,5,1,81,66.0,satisfied,2023-06-02
21272,118364,Female,Loyal Customer,52,Business travel,Eco Plus,602,4,1,5,5,3,4,4,4,4,4,4,1,4,1,21,8.0,neutral or dissatisfied,2024-02-15
21273,22586,Male,Loyal Customer,59,Business travel,Eco,300,5,5,5,5,5,5,5,5,4,4,4,2,3,5,0,0.0,satisfied,2025-04-05
21274,122245,Female,Loyal Customer,36,Business travel,Business,144,2,3,3,3,2,3,3,2,2,1,2,2,2,4,0,0.0,neutral or dissatisfied,2024-03-18
21275,109882,Male,disloyal Customer,10,Business travel,Business,1011,4,3,4,1,5,4,3,5,4,3,5,5,4,5,0,0.0,satisfied,2025-07-20
21276,5848,Male,Loyal Customer,38,Business travel,Business,1020,4,4,4,4,3,5,4,3,3,3,3,3,3,4,0,0.0,satisfied,2024-07-31
21277,77106,Female,disloyal Customer,44,Business travel,Business,1481,2,3,3,3,4,2,4,4,3,4,5,5,5,4,0,0.0,neutral or dissatisfied,2024-01-04
21278,62270,Female,Loyal Customer,57,Business travel,Business,2565,1,1,1,1,2,3,4,4,4,4,4,3,4,3,0,0.0,satisfied,2024-12-22
21279,54046,Female,Loyal Customer,32,Business travel,Business,1416,4,4,4,4,5,5,5,5,3,5,1,5,3,5,0,0.0,satisfied,2025-06-06
21280,4621,Male,Loyal Customer,43,Personal Travel,Eco,719,3,4,3,3,4,3,4,4,1,5,3,4,3,4,13,18.0,neutral or dissatisfied,2024-05-07
21281,114112,Female,Loyal Customer,47,Business travel,Business,2816,3,3,3,3,2,5,4,4,4,4,4,5,4,4,4,0.0,satisfied,2023-09-06
21282,69466,Male,Loyal Customer,66,Personal Travel,Eco,1096,1,2,1,3,4,1,4,4,2,3,4,4,3,4,7,31.0,neutral or dissatisfied,2024-08-26
21283,104598,Male,Loyal Customer,58,Personal Travel,Eco,369,3,1,3,4,1,3,1,1,1,2,4,2,3,1,0,0.0,neutral or dissatisfied,2024-08-11
21284,21528,Female,Loyal Customer,57,Personal Travel,Eco,164,2,4,2,5,3,5,5,3,3,2,3,5,3,3,0,0.0,neutral or dissatisfied,2023-01-24
21285,22003,Male,Loyal Customer,15,Personal Travel,Eco,448,1,5,1,3,3,1,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied,2025-06-02
21286,46104,Female,Loyal Customer,57,Business travel,Business,3545,2,2,5,2,1,1,3,3,3,4,3,5,3,4,0,0.0,satisfied,2023-07-15
21287,95944,Female,disloyal Customer,35,Business travel,Business,1235,2,2,2,3,4,2,4,4,3,2,4,4,4,4,127,117.0,neutral or dissatisfied,2023-09-29
21288,8267,Male,disloyal Customer,27,Personal Travel,Eco,335,2,5,2,2,4,2,4,4,4,3,5,3,4,4,0,0.0,neutral or dissatisfied,2023-04-08
21289,71312,Female,Loyal Customer,25,Business travel,Business,1514,3,3,3,3,5,5,5,5,4,2,4,5,4,5,0,4.0,satisfied,2024-10-17
21290,123482,Male,disloyal Customer,25,Business travel,Eco,1277,4,4,4,1,1,4,1,1,5,5,4,3,5,1,2,0.0,satisfied,2024-03-14
21291,71871,Female,Loyal Customer,32,Personal Travel,Eco,1744,3,5,2,3,1,2,1,1,3,2,3,5,4,1,0,0.0,neutral or dissatisfied,2025-11-21
21292,83276,Female,Loyal Customer,61,Personal Travel,Eco,1979,2,4,2,3,3,4,5,2,2,2,2,3,2,2,7,0.0,neutral or dissatisfied,2024-08-02
21293,37527,Female,Loyal Customer,31,Business travel,Business,950,2,2,2,2,5,5,5,5,1,1,1,4,2,5,0,0.0,satisfied,2025-09-11
21294,20146,Male,Loyal Customer,51,Business travel,Eco,403,1,1,4,1,1,1,1,1,2,4,3,4,3,1,86,84.0,neutral or dissatisfied,2024-11-06
21295,57301,Male,Loyal Customer,39,Business travel,Business,3652,0,0,0,2,4,4,5,2,2,2,2,4,2,4,0,11.0,satisfied,2025-07-22
21296,21443,Female,Loyal Customer,41,Business travel,Eco,377,4,5,3,3,4,4,4,4,1,5,1,2,2,4,0,0.0,satisfied,2023-10-11
21297,52771,Female,Loyal Customer,32,Business travel,Eco,1874,4,4,4,4,4,4,4,4,4,3,5,1,5,4,0,0.0,satisfied,2025-09-26
21298,38058,Male,disloyal Customer,25,Business travel,Eco,1249,4,3,3,4,5,3,5,5,2,5,5,1,2,5,6,0.0,neutral or dissatisfied,2023-06-24
21299,115082,Male,disloyal Customer,41,Business travel,Business,390,4,4,4,1,1,4,1,1,3,5,5,5,5,1,8,4.0,neutral or dissatisfied,2024-10-27
21300,74530,Female,Loyal Customer,34,Business travel,Business,1171,3,3,3,3,5,5,4,5,5,5,5,3,5,5,4,0.0,satisfied,2025-03-02
21301,87107,Female,Loyal Customer,59,Personal Travel,Eco,594,2,4,1,1,1,1,1,2,2,1,2,2,2,4,17,13.0,neutral or dissatisfied,2024-06-17
21302,50738,Female,Loyal Customer,7,Personal Travel,Eco,89,1,5,1,4,4,1,4,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied,2025-08-07
21303,50304,Female,disloyal Customer,24,Business travel,Eco,109,2,3,1,4,5,1,3,5,2,3,4,3,3,5,0,0.0,neutral or dissatisfied,2025-04-20
21304,6024,Female,Loyal Customer,45,Business travel,Business,925,3,3,3,3,5,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,2025-07-27
21305,117211,Male,Loyal Customer,54,Personal Travel,Eco,304,1,4,1,4,5,1,5,5,5,2,4,5,5,5,10,11.0,neutral or dissatisfied,2024-02-02
21306,19427,Female,Loyal Customer,29,Business travel,Business,645,1,2,2,2,1,1,1,1,2,5,3,4,3,1,30,47.0,neutral or dissatisfied,2025-07-15
21307,118581,Male,Loyal Customer,48,Business travel,Eco,325,2,4,4,4,2,2,2,2,1,2,3,4,4,2,0,0.0,neutral or dissatisfied,2024-06-25
21308,120372,Female,Loyal Customer,30,Business travel,Business,337,5,5,5,5,4,4,4,4,4,3,5,4,4,4,0,0.0,satisfied,2024-04-21
21309,10359,Male,Loyal Customer,62,Business travel,Business,2322,2,2,2,2,4,5,5,4,4,5,4,5,4,3,0,0.0,satisfied,2025-08-07
21310,87522,Female,Loyal Customer,66,Personal Travel,Eco,373,2,4,2,4,1,4,4,4,4,2,4,2,4,5,0,0.0,neutral or dissatisfied,2023-10-03
21311,112909,Male,Loyal Customer,38,Business travel,Eco,990,4,5,1,5,4,4,4,4,5,1,5,1,5,4,28,22.0,satisfied,2024-08-02
21312,17481,Female,Loyal Customer,55,Business travel,Business,241,3,3,3,3,4,4,5,5,5,5,5,2,5,3,0,0.0,satisfied,2023-09-03
21313,117943,Female,Loyal Customer,52,Business travel,Business,3011,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,2025-06-12
21314,16735,Male,Loyal Customer,52,Personal Travel,Eco,1167,2,5,1,3,4,1,4,4,3,4,3,2,5,4,0,0.0,neutral or dissatisfied,2025-11-27
21315,39752,Male,Loyal Customer,35,Business travel,Business,521,5,5,1,5,4,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,2025-06-28
21316,106333,Male,Loyal Customer,70,Personal Travel,Eco,825,2,5,2,2,4,2,4,4,3,4,4,5,4,4,0,1.0,neutral or dissatisfied,2023-05-15
21317,84559,Male,Loyal Customer,47,Personal Travel,Eco,2504,1,4,1,1,1,1,1,1,3,1,5,1,5,1,1,0.0,neutral or dissatisfied,2023-10-19
21318,25052,Female,disloyal Customer,41,Business travel,Eco,594,2,4,2,3,1,2,1,1,2,2,5,4,1,1,0,5.0,neutral or dissatisfied,2024-12-07
21319,114055,Female,Loyal Customer,31,Business travel,Eco,2139,1,3,3,3,1,1,1,1,4,2,3,1,4,1,1,0.0,neutral or dissatisfied,2024-08-08
21320,109347,Female,Loyal Customer,62,Personal Travel,Eco Plus,1072,2,4,3,2,2,4,5,1,1,3,1,4,1,5,100,88.0,neutral or dissatisfied,2024-01-02
21321,83740,Male,disloyal Customer,38,Business travel,Business,1183,4,4,4,3,2,4,2,2,5,4,5,4,5,2,29,13.0,satisfied,2023-05-05
21322,101141,Female,Loyal Customer,50,Business travel,Business,1090,3,3,3,3,2,5,5,4,4,4,4,5,4,3,109,97.0,satisfied,2024-04-28
21323,121621,Female,Loyal Customer,30,Personal Travel,Eco,936,3,4,2,4,4,2,4,4,4,4,5,3,4,4,0,0.0,neutral or dissatisfied,2024-11-12
21324,98478,Male,Loyal Customer,45,Business travel,Business,3039,5,5,5,5,5,5,5,4,4,4,4,5,4,4,8,0.0,satisfied,2024-01-31
21325,4870,Male,Loyal Customer,24,Personal Travel,Eco,500,2,3,2,4,4,2,4,4,2,5,3,3,3,4,7,2.0,neutral or dissatisfied,2025-02-11
21326,82945,Male,Loyal Customer,57,Business travel,Business,983,3,3,3,3,4,4,4,4,4,5,4,3,4,4,1,45.0,satisfied,2025-01-16
21327,17502,Female,Loyal Customer,36,Business travel,Eco,352,1,4,4,4,1,1,1,1,2,3,4,2,3,1,0,0.0,neutral or dissatisfied,2023-03-21
21328,46233,Female,Loyal Customer,24,Business travel,Eco,679,3,2,5,2,3,3,2,3,4,3,3,2,4,3,32,11.0,neutral or dissatisfied,2025-06-12
21329,50648,Female,Loyal Customer,16,Personal Travel,Eco,373,3,1,3,2,3,3,3,3,2,3,2,2,2,3,58,124.0,neutral or dissatisfied,2024-04-19
21330,112177,Female,Loyal Customer,60,Personal Travel,Eco,895,5,5,5,2,4,4,2,1,1,5,1,3,1,3,0,0.0,satisfied,2024-09-21
21331,65100,Female,Loyal Customer,26,Personal Travel,Eco,190,3,4,0,1,5,0,5,5,4,2,4,3,5,5,6,0.0,neutral or dissatisfied,2024-02-18
21332,44718,Male,Loyal Customer,53,Personal Travel,Eco,160,1,5,0,4,5,0,5,5,3,4,5,5,5,5,0,0.0,neutral or dissatisfied,2023-08-18
21333,62131,Female,Loyal Customer,26,Business travel,Eco,2454,1,1,0,3,5,0,5,5,2,4,2,2,4,5,0,0.0,neutral or dissatisfied,2023-03-17
21334,25599,Female,Loyal Customer,7,Personal Travel,Eco,696,1,4,1,3,1,1,2,1,3,4,4,4,4,1,3,0.0,neutral or dissatisfied,2025-06-23
21335,79312,Male,Loyal Customer,27,Personal Travel,Eco,2248,2,4,1,2,3,1,3,3,5,5,5,3,4,3,0,13.0,neutral or dissatisfied,2025-12-06
21336,41875,Male,Loyal Customer,26,Business travel,Business,925,4,4,4,4,4,4,4,4,5,4,2,4,2,4,0,4.0,satisfied,2025-08-18
21337,95646,Female,Loyal Customer,48,Business travel,Business,928,2,2,1,2,5,4,5,4,4,4,4,5,4,3,26,23.0,satisfied,2023-04-05
21338,126229,Female,Loyal Customer,47,Business travel,Eco,107,5,3,3,3,2,5,4,5,5,5,5,1,5,1,0,0.0,satisfied,2024-08-07
21339,123892,Male,Loyal Customer,47,Personal Travel,Eco,546,1,5,1,4,4,1,4,4,5,2,2,4,4,4,0,5.0,neutral or dissatisfied,2024-08-27
21340,409,Male,Loyal Customer,48,Business travel,Business,229,1,5,5,5,4,3,4,1,1,1,1,2,1,2,39,45.0,neutral or dissatisfied,2025-03-23
21341,28378,Female,disloyal Customer,44,Business travel,Eco,763,3,3,3,3,3,3,2,3,2,1,3,1,4,3,0,0.0,neutral or dissatisfied,2024-08-01
21342,126143,Male,Loyal Customer,28,Business travel,Business,590,2,2,2,2,5,4,5,5,4,3,5,4,5,5,1,0.0,satisfied,2025-09-20
21343,59033,Male,Loyal Customer,32,Business travel,Business,1846,4,4,4,4,5,5,5,5,4,4,4,3,5,5,3,42.0,satisfied,2023-06-12
21344,117709,Male,disloyal Customer,29,Business travel,Business,1009,2,2,2,2,1,2,1,1,3,5,5,4,5,1,7,9.0,neutral or dissatisfied,2023-06-21
21345,39953,Female,Loyal Customer,33,Personal Travel,Eco,1195,4,2,4,3,3,4,5,3,2,4,4,1,4,3,48,34.0,neutral or dissatisfied,2024-04-09
21346,42694,Female,Loyal Customer,49,Personal Travel,Eco,604,2,5,2,4,4,4,5,1,1,2,1,4,1,4,7,0.0,neutral or dissatisfied,2025-05-03
21347,31620,Male,Loyal Customer,49,Personal Travel,Business,862,3,5,3,1,3,4,4,2,2,3,1,4,2,5,0,0.0,neutral or dissatisfied,2024-04-27
21348,6560,Male,Loyal Customer,40,Business travel,Business,2992,1,1,3,1,3,3,3,5,2,4,4,3,4,3,153,151.0,satisfied,2023-01-14
21349,87582,Female,Loyal Customer,65,Personal Travel,Eco,432,2,4,4,3,1,3,3,4,4,4,3,4,4,5,0,2.0,neutral or dissatisfied,2025-03-13
21350,29216,Male,Loyal Customer,58,Business travel,Business,834,2,2,2,2,2,5,4,4,4,4,4,4,4,5,0,2.0,satisfied,2023-12-09
21351,85229,Female,Loyal Customer,37,Business travel,Business,3119,0,1,1,4,4,2,4,1,1,1,1,5,1,1,13,4.0,satisfied,2024-12-19
21352,90736,Male,Loyal Customer,49,Business travel,Business,1944,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied,2023-01-22
21353,91091,Female,Loyal Customer,63,Personal Travel,Eco,594,1,3,1,3,5,3,4,1,1,1,4,1,1,3,18,14.0,neutral or dissatisfied,2024-07-29
21354,5192,Male,Loyal Customer,43,Business travel,Business,383,5,3,5,5,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,2025-09-23
21355,14548,Female,Loyal Customer,56,Personal Travel,Eco,362,1,5,1,3,2,5,4,1,1,1,1,4,1,5,0,0.0,neutral or dissatisfied,2024-08-05
21356,39904,Female,disloyal Customer,27,Business travel,Eco Plus,272,2,2,2,3,2,2,2,2,4,3,3,1,3,2,9,10.0,neutral or dissatisfied,2025-05-20
21357,65118,Female,Loyal Customer,31,Personal Travel,Eco,190,2,3,2,4,4,2,4,4,1,5,3,2,4,4,0,7.0,neutral or dissatisfied,2023-07-20
21358,77332,Female,Loyal Customer,50,Business travel,Business,626,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,2024-02-21
21359,29056,Female,Loyal Customer,64,Personal Travel,Eco,671,2,3,2,4,1,3,3,4,4,2,4,1,4,4,0,0.0,neutral or dissatisfied,2023-07-30
21360,41911,Male,Loyal Customer,55,Business travel,Business,3860,5,5,5,5,4,3,2,4,4,4,5,3,4,4,0,0.0,satisfied,2024-08-02
21361,31788,Male,disloyal Customer,38,Business travel,Eco,2677,5,5,5,3,5,3,3,3,2,5,4,3,5,3,0,19.0,satisfied,2025-01-20
21362,55974,Female,Loyal Customer,69,Personal Travel,Eco,1620,3,5,3,1,2,3,4,4,4,3,4,5,4,4,0,0.0,neutral or dissatisfied,2023-01-28
21363,60916,Male,disloyal Customer,28,Business travel,Business,888,4,4,4,3,4,4,4,2,4,3,3,4,3,4,241,218.0,neutral or dissatisfied,2024-03-16
21364,15100,Female,Loyal Customer,17,Personal Travel,Eco,322,1,3,1,4,5,1,5,5,4,3,5,3,3,5,38,29.0,neutral or dissatisfied,2023-08-08
21365,115146,Male,Loyal Customer,44,Business travel,Business,2849,4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,0.0,satisfied,2023-08-31
21366,16984,Male,Loyal Customer,28,Business travel,Business,610,4,4,4,4,4,4,4,4,2,4,5,4,1,4,0,0.0,satisfied,2025-06-09
21367,86965,Male,Loyal Customer,29,Business travel,Business,1543,4,1,5,5,4,4,4,4,3,2,2,1,2,4,2,3.0,neutral or dissatisfied,2023-06-24
21368,58276,Female,disloyal Customer,25,Business travel,Eco,678,4,4,4,3,4,4,4,4,2,4,4,3,4,4,0,12.0,neutral or dissatisfied,2024-03-20
21369,76033,Female,Loyal Customer,48,Business travel,Business,237,0,0,0,1,2,5,4,2,2,2,1,3,2,4,0,0.0,satisfied,2024-07-26
21370,47327,Male,disloyal Customer,33,Business travel,Eco,599,2,0,2,1,4,2,5,4,3,1,1,3,2,4,0,0.0,neutral or dissatisfied,2025-06-02
21371,34171,Male,disloyal Customer,29,Business travel,Business,1189,3,3,3,3,4,3,3,4,2,4,3,1,3,4,91,90.0,neutral or dissatisfied,2025-04-22
21372,49414,Male,Loyal Customer,35,Business travel,Eco,373,5,4,5,4,5,5,5,5,4,2,5,3,2,5,0,0.0,satisfied,2024-11-17
21373,55135,Female,Loyal Customer,44,Personal Travel,Eco,1303,3,5,3,4,5,4,4,2,2,3,2,4,2,4,40,27.0,neutral or dissatisfied,2025-03-06
21374,7483,Male,disloyal Customer,25,Business travel,Business,925,5,0,5,4,2,5,2,2,4,3,4,5,4,2,0,0.0,satisfied,2024-04-19
21375,81644,Male,disloyal Customer,23,Business travel,Eco,907,0,0,0,3,5,0,5,5,5,4,5,4,4,5,42,33.0,satisfied,2023-10-30
21376,70420,Female,Loyal Customer,51,Business travel,Business,2683,1,3,3,3,5,4,4,4,4,4,1,4,4,3,0,0.0,neutral or dissatisfied,2023-12-29
21377,4282,Female,Loyal Customer,49,Business travel,Business,102,1,1,1,1,4,1,1,4,4,4,3,1,4,1,0,0.0,satisfied,2023-05-27
21378,83017,Female,Loyal Customer,39,Business travel,Business,983,2,2,2,2,3,5,4,4,4,4,4,4,4,5,105,115.0,satisfied,2023-09-07
21379,113703,Female,Loyal Customer,50,Personal Travel,Eco,407,2,5,4,2,1,1,4,3,3,4,3,2,3,4,0,0.0,neutral or dissatisfied,2024-01-25
21380,106625,Male,Loyal Customer,51,Business travel,Business,2195,4,1,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,2023-12-02
21381,100898,Male,disloyal Customer,37,Business travel,Eco,377,2,2,2,3,4,2,4,4,4,5,4,3,4,4,63,61.0,neutral or dissatisfied,2023-03-15
21382,325,Female,disloyal Customer,25,Business travel,Business,821,3,1,3,3,2,3,2,2,2,2,4,4,4,2,19,3.0,neutral or dissatisfied,2024-06-06
21383,52805,Female,Loyal Customer,21,Business travel,Business,2402,2,2,2,2,4,4,4,4,3,3,5,5,4,4,0,3.0,satisfied,2024-11-23
21384,11840,Female,Loyal Customer,39,Business travel,Business,1021,1,1,1,1,4,4,4,4,4,5,4,4,4,5,0,0.0,satisfied,2025-06-12
21385,39378,Female,Loyal Customer,54,Business travel,Business,3271,4,4,4,4,2,1,2,3,3,4,3,1,3,2,0,0.0,satisfied,2024-08-01
21386,71498,Female,Loyal Customer,69,Personal Travel,Business,1197,4,2,4,4,2,4,3,1,1,4,1,4,1,3,18,9.0,neutral or dissatisfied,2025-02-20
21387,16228,Female,disloyal Customer,27,Business travel,Eco,266,2,0,2,2,1,2,1,1,4,2,1,1,5,1,0,0.0,neutral or dissatisfied,2024-03-31
21388,64499,Female,Loyal Customer,42,Business travel,Business,3943,1,3,3,3,2,3,4,2,2,2,1,2,2,2,0,0.0,neutral or dissatisfied,2023-05-07
21389,120340,Female,disloyal Customer,50,Business travel,Business,449,1,1,1,5,5,1,5,5,3,4,5,4,4,5,0,0.0,neutral or dissatisfied,2025-04-06
21390,9389,Female,Loyal Customer,43,Business travel,Eco Plus,384,1,1,1,1,4,3,3,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied,2025-10-22
21391,26037,Female,Loyal Customer,35,Business travel,Eco,432,5,2,2,2,5,5,5,5,2,1,3,5,4,5,100,95.0,satisfied,2025-11-22
21392,8879,Male,Loyal Customer,46,Business travel,Eco,139,3,5,5,5,4,3,4,4,1,5,4,2,3,4,41,44.0,neutral or dissatisfied,2024-10-26
21393,20838,Female,Loyal Customer,34,Business travel,Business,3469,3,3,5,3,4,3,5,5,5,4,5,4,5,2,0,0.0,satisfied,2024-12-16
21394,34866,Female,disloyal Customer,23,Business travel,Eco,705,4,4,4,1,4,4,4,4,3,4,3,2,2,4,0,0.0,satisfied,2024-04-24
21395,127477,Female,Loyal Customer,46,Business travel,Eco,2075,4,1,1,1,1,3,4,4,4,4,4,2,4,3,2,0.0,neutral or dissatisfied,2024-04-03
21396,116142,Male,Loyal Customer,19,Personal Travel,Eco,362,2,4,5,5,4,5,1,4,5,3,5,3,4,4,47,47.0,neutral or dissatisfied,2024-04-18
21397,99407,Male,Loyal Customer,48,Business travel,Eco,337,2,1,1,1,2,2,2,2,3,2,3,4,3,2,0,6.0,neutral or dissatisfied,2024-11-09
21398,66155,Male,Loyal Customer,67,Personal Travel,Business,550,2,3,2,4,3,2,5,2,2,2,2,2,2,5,11,6.0,neutral or dissatisfied,2025-10-17
21399,32705,Male,Loyal Customer,56,Business travel,Business,2236,4,4,4,4,3,4,4,2,2,2,4,3,2,2,0,0.0,neutral or dissatisfied,2025-02-20
21400,121605,Female,Loyal Customer,32,Personal Travel,Eco,936,4,5,4,3,2,4,2,2,4,3,5,5,4,2,25,24.0,neutral or dissatisfied,2024-11-01
21401,5709,Female,Loyal Customer,33,Personal Travel,Eco,234,3,4,0,5,1,0,3,1,3,5,4,5,4,1,10,36.0,neutral or dissatisfied,2024-03-03
21402,70241,Female,Loyal Customer,39,Business travel,Business,1592,5,5,5,5,5,3,5,5,5,5,5,4,5,4,0,0.0,satisfied,2023-04-24
21403,1093,Female,Loyal Customer,57,Personal Travel,Eco,482,3,5,3,5,3,1,3,4,4,3,4,2,4,4,1,0.0,neutral or dissatisfied,2024-05-05
21404,25879,Female,Loyal Customer,34,Business travel,Eco,907,4,2,5,2,4,4,4,4,1,5,1,1,2,4,0,0.0,satisfied,2024-04-26
21405,19619,Male,Loyal Customer,55,Personal Travel,Eco,416,2,2,2,3,1,2,1,1,2,2,3,2,4,1,4,3.0,neutral or dissatisfied,2025-10-12
21406,94367,Female,Loyal Customer,40,Business travel,Business,3579,2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,2025-10-29
21407,120209,Male,Loyal Customer,60,Business travel,Eco,1430,2,2,2,2,2,2,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied,2025-04-07
21408,76695,Female,Loyal Customer,26,Personal Travel,Eco,547,2,3,2,4,1,2,1,1,2,5,4,2,3,1,0,0.0,neutral or dissatisfied,2024-09-14
21409,23163,Female,Loyal Customer,14,Personal Travel,Eco,300,3,3,3,3,2,3,2,2,1,3,4,3,3,2,0,0.0,neutral or dissatisfied,2024-09-17
21410,6786,Female,Loyal Customer,31,Business travel,Eco,137,1,2,2,2,1,1,1,1,1,4,2,3,2,1,0,0.0,neutral or dissatisfied,2023-12-24
21411,84141,Male,Loyal Customer,22,Personal Travel,Eco,782,3,1,3,4,3,3,3,3,4,3,3,3,3,3,3,0.0,neutral or dissatisfied,2023-11-02
21412,36867,Male,Loyal Customer,57,Personal Travel,Eco,273,4,1,4,4,3,4,3,3,2,2,4,4,4,3,0,0.0,neutral or dissatisfied,2024-03-26
21413,106578,Male,Loyal Customer,40,Personal Travel,Eco,1506,4,2,4,4,2,4,2,2,2,5,3,4,4,2,0,0.0,neutral or dissatisfied,2023-10-25
21414,9994,Female,Loyal Customer,11,Personal Travel,Eco,508,2,5,2,5,3,2,3,3,4,4,4,5,4,3,0,4.0,neutral or dissatisfied,2025-02-14
21415,89268,Female,disloyal Customer,29,Business travel,Business,453,3,3,3,3,1,3,1,1,4,4,4,3,5,1,0,0.0,neutral or dissatisfied,2025-06-23
21416,11632,Female,Loyal Customer,41,Business travel,Business,835,3,3,3,3,2,5,5,3,3,4,3,3,3,3,22,14.0,satisfied,2023-05-28
21417,41469,Female,Loyal Customer,33,Business travel,Business,3848,2,2,2,2,3,5,5,4,4,4,4,5,4,1,0,1.0,satisfied,2023-05-17
21418,116066,Male,Loyal Customer,9,Personal Travel,Eco,358,2,1,5,3,2,5,2,2,2,3,3,1,4,2,8,2.0,neutral or dissatisfied,2024-11-25
21419,60320,Female,Loyal Customer,48,Business travel,Business,836,1,1,1,1,2,5,5,5,5,5,5,3,5,4,54,59.0,satisfied,2023-03-31
21420,66073,Male,Loyal Customer,17,Personal Travel,Eco,1055,2,4,2,4,1,2,1,1,2,3,3,1,3,1,13,19.0,neutral or dissatisfied,2023-07-16
21421,110379,Female,Loyal Customer,32,Business travel,Eco,919,2,3,3,3,2,2,2,2,1,4,4,1,3,2,0,0.0,neutral or dissatisfied,2023-11-13
21422,110879,Male,Loyal Customer,58,Business travel,Business,1538,3,3,3,3,3,4,5,4,4,4,4,5,4,3,5,0.0,satisfied,2023-04-15
21423,55394,Male,Loyal Customer,10,Business travel,Eco Plus,594,2,3,3,3,2,2,1,2,4,1,3,2,3,2,3,8.0,neutral or dissatisfied,2023-01-07
21424,31182,Male,Loyal Customer,61,Personal Travel,Eco,1620,2,4,1,2,2,1,1,2,4,3,3,5,5,2,1,4.0,neutral or dissatisfied,2023-04-09
